"V1","V2","V3","V4","V5","V6","V7","V8","V9","gene","TES_end","TES_pos_num","TES_pos","TES_pos_max","TES_type"
"NC_005791.1","RefSeq","gene",344219,344812,".","-",".","gene_id MMP0348; gene_name MMP0348;","MMP0348",344019,1,"344200","344200","T1"
"NC_005791.1","RefSeq","gene",344939,345679,".","-",".","gene_id MMP0349; gene_name MMP0349;","MMP0349",344739,2,"344899;344916","344899","T1"
"NC_005791.1","RefSeq","gene",345820,346410,".","+",".","gene_id MMP0350; gene_name MMP0350;","MMP0350",346610,1,"346608","346608","T1"
"NC_005791.1","RefSeq","gene",346412,347515,".","+",".","gene_id MMP0351; gene_name MMP0351;","MMP0351",347715,1,"347584","347584","T1"
"NC_005791.1","RefSeq","gene",347515,348450,".","+",".","gene_id MMP0352; gene_name MMP0352;","MMP0352",348650,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",348468,349775,".","+",".","gene_id MMP0353; gene_name MMP0353;","MMP0353",349975,1,"349789","349789","T1"
"NC_005791.1","RefSeq","gene",349799,351034,".","+",".","gene_id MMP0354; gene_name MMP0354;","MMP0354",351234,1,"351228","351228","T1"
"NC_005791.1","RefSeq","gene",351015,352514,".","-",".","gene_id MMP0355; gene_name MMP0355;","MMP0355",350815,2,"350850;350856","350850","T1"
"NC_005791.1","RefSeq","gene",352524,353708,".","-",".","gene_id MMP0356; gene_name MMP0356;","MMP0356",352324,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",353715,354788,".","-",".","gene_id MMP0357; gene_name MMP0357;","MMP0357",353515,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",354790,355911,".","-",".","gene_id MMP0358; gene_name MMP0358;","MMP0358",354590,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",355921,356598,".","-",".","gene_id MMP0359; gene_name MMP0359;","MMP0359",355721,1,"355866","355866","T1"
"NC_005791.1","RefSeq","gene",356729,357700,".","+",".","gene_id MMP0360; gene_name MMP0360;","MMP0360",357900,1,"357881","357881","T1"
"NC_005791.1","RefSeq","gene",357702,358256,".","-",".","gene_id MMP0361; gene_name MMP0361;","MMP0361",357502,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",358253,359554,".","-",".","gene_id MMP0362; gene_name MMP0362;","MMP0362",358053,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",359558,360499,".","-",".","gene_id MMP0363; gene_name MMP0363;","MMP0363",359358,1,"359508","359508","T1"
"NC_005791.1","RefSeq","gene",360474,361472,".","-",".","gene_id MMP0364; gene_name MMP0364;","MMP0364",360274,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",361472,363307,".","-",".","gene_id MMP0365; gene_name MMP0365;","MMP0365",361272,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",363355,364086,".","+",".","gene_id MMP0366; gene_name MMP0366;","MMP0366",364286,1,"364283","364283","T1"
"NC_005791.1","RefSeq","gene",364087,364338,".","+",".","gene_id MMP0367; gene_name MMP0367;","MMP0367",364538,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",364502,364705,".","+",".","gene_id MMP0368; gene_name MMP0368;","MMP0368",364905,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",364974,366938,".","+",".","gene_id MMP0369; gene_name MMP0369;","MMP0369",367138,3,"366972;366978;366986","366972","T1"
"NC_005791.1","RefSeq","gene",366983,368389,".","+",".","gene_id MMP0370; gene_name MMP0370;","MMP0370",368589,2,"368425;368431","368425","T1"
"NC_005791.1","RefSeq","gene",368523,369152,".","+",".","gene_id MMP0371; gene_name MMP0371;","MMP0371",369352,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",369232,370065,".","-",".","gene_id MMP0372; gene_name MMP0372;","MMP0372",369032,3,"369145;369171;369180","369180","T1"
"NC_005791.1","RefSeq","gene",370269,370517,".","+",".","gene_id MMP0373; gene_name MMP0373;","MMP0373",370717,4,"370610;370623;370632;370696","370632","T1"
"NC_005791.1","RefSeq","gene",370557,371087,".","-",".","gene_id MMP0374; gene_name MMP0374;","MMP0374",370357,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",371172,372545,".","+",".","gene_id MMP0375; gene_name MMP0375;","MMP0375",372745,2,"372673;372675","372673","T1"
"NC_005791.1","RefSeq","gene",373010,374194,".","-",".","gene_id MMP0376; gene_name MMP0376;","MMP0376",372810,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",374200,374844,".","-",".","gene_id MMP0377; gene_name MMP0377;","MMP0377",374000,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",374873,376156,".","-",".","gene_id MMP0378; gene_name MMP0378;","MMP0378",374673,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",376162,376485,".","-",".","gene_id MMP0379; gene_name MMP0379;","MMP0379",375962,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",376490,378844,".","-",".","gene_id MMP0380; gene_name MMP0380;","MMP0380",376290,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",379027,379512,".","+",".","gene_id MMP0381; gene_name MMP0381;","MMP0381",379712,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",379591,381363,".","+",".","gene_id MMP0382; gene_name MMP0382;","MMP0382",381563,2,"381394;381530","381394","T1"
"NC_005791.1","RefSeq","gene",381781,383508,".","+",".","gene_id MMP0383; gene_name MMP0383;","MMP0383",383708,7,"383571;383574;383577;383581;383584;383589;383616","383571","T1"
"NC_005791.1","RefSeq","gene",383722,383800,".","-",".","gene_id RNA_34; gene_name RNA_34;","RNA_34",383522,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",383887,383965,".","-",".","gene_id RNA_33; gene_name RNA_33;","RNA_33",383687,3,"383755;383760;383764","383760","T1"
"NC_005791.1","RefSeq","gene",384080,384262,".","-",".","gene_id MMP0384; gene_name MMP0384;","MMP0384",383880,2,"384043;384051","384043","T1"
"NC_005791.1","RefSeq","gene",384368,385045,".","-",".","gene_id MMP0385; gene_name MMP0385;","MMP0385",384168,1,"384354","384354","T1"
"NC_005791.1","RefSeq","gene",385282,385485,".","-",".","gene_id MMP0386; gene_name MMP0386;","MMP0386",385082,5,"385120;385127;385135;385140;385150","385150","T1"
"NC_005791.1","RefSeq","gene",385673,386296,".","+",".","gene_id MMP0387; gene_name MMP0387;","MMP0387",386496,2,"386329;386467","386329","T1"
"NC_005791.1","RefSeq","gene",386328,387500,".","-",".","gene_id MMP0388; gene_name MMP0388;","MMP0388",386128,3,"386269;386295;386312","386312","T1"
"NC_005791.1","RefSeq","gene",387503,387667,".","-",".","gene_id MMP0389; gene_name MMP0389;","MMP0389",387303,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",387754,388413,".","-",".","gene_id MMP0390; gene_name MMP0390;","MMP0390",387554,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",388479,389627,".","-",".","gene_id MMP0391; gene_name MMP0391;","MMP0391",388279,3,"388423;388434;388443","388443","T1"
"NC_005791.1","RefSeq","gene",389726,391060,".","-",".","gene_id MMP0392; gene_name MMP0392;","MMP0392",389526,1,"389674","389674","T1"
"NC_005791.1","RefSeq","gene",391261,391776,".","-",".","gene_id MMP0393; gene_name MMP0393;","MMP0393",391061,4,"391219;391222;391227;391239","391227","T1"
"NC_005791.1","RefSeq","gene",391835,392569,".","-",".","gene_id MMP0394; gene_name MMP0394;","MMP0394",391635,3,"391750;391796;391813","391813","T1"
"NC_005791.1","RefSeq","gene",392585,392863,".","-",".","gene_id MMP0395; gene_name MMP0395;","MMP0395",392385,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",393105,394397,".","+",".","gene_id MMP0396; gene_name MMP0396;","MMP0396",394597,8,"394432;394439;394442;394450;394452;394457;394469;394478","394439","T1"
"NC_005791.1","RefSeq","gene",394599,397277,".","+",".","gene_id MMP0397; gene_name MMP0397;","MMP0397",397477,1,"397298","397298","T1"
"NC_005791.1","RefSeq","gene",397319,398191,".","+",".","gene_id MMP0398; gene_name MMP0398;","MMP0398",398391,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",398202,399059,".","+",".","gene_id MMP0399; gene_name MMP0399;","MMP0399",399259,1,"399169","399169","T1"
"NC_005791.1","RefSeq","gene",399069,399722,".","+",".","gene_id MMP0400; gene_name MMP0400;","MMP0400",399922,2,"399748;399754","399748","T1"
"NC_005791.1","RefSeq","gene",399758,400696,".","+",".","gene_id MMP0401; gene_name MMP0401;","MMP0401",400896,2,"400702;400850","400702","T1"
"NC_005791.1","RefSeq","gene",400715,402076,".","+",".","gene_id MMP0402; gene_name MMP0402;","MMP0402",402276,2,"402114;402118","402118","T1"
"NC_005791.1","RefSeq","gene",402378,403463,".","+",".","gene_id MMP0403; gene_name MMP0403;","MMP0403",403663,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",403481,404410,".","+",".","gene_id MMP0404; gene_name MMP0404;","MMP0404",404610,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",404516,405316,".","+",".","gene_id MMP0405; gene_name MMP0405;","MMP0405",405516,5,"405331;405334;405340;405396;405403","405334","T1"
"NC_005791.1","RefSeq","gene",405344,406114,".","+",".","gene_id MMP0406; gene_name MMP0406;","MMP0406",406314,1,"406248","406248","T1"
"NC_005791.1","RefSeq","gene",406129,406542,".","-",".","gene_id MMP0407; gene_name MMP0407;","MMP0407",405929,4,"405951;405954;405959;406106","405959","T1"
"NC_005791.1","RefSeq","gene",406701,407621,".","+",".","gene_id MMP0408; gene_name MMP0408;","MMP0408",407821,1,"407657","407657","T1"
"NC_005791.1","RefSeq","gene",407641,408801,".","-",".","gene_id MMP0409; gene_name MMP0409;","MMP0409",407441,1,"407612","407612","T1"
"NC_005791.1","RefSeq","gene",408933,409796,".","+",".","gene_id MMP0410; gene_name MMP0410;","MMP0410",409996,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",409867,410370,".","-",".","gene_id MMP0411; gene_name MMP0411;","MMP0411",409667,3,"409784;409792;409829","409784","T1"
"NC_005791.1","RefSeq","gene",410405,411682,".","+",".","gene_id MMP0412; gene_name MMP0412;","MMP0412",411882,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",411833,414028,".","+",".","gene_id MMP0413; gene_name MMP0413;","MMP0413",414228,1,"414056","414056","T1"
"NC_005791.1","RefSeq","gene",414091,415959,".","-",".","gene_id MMP0414; gene_name MMP0414;","MMP0414",413891,2,"414049;414058","414058","T1"
"NC_005791.1","RefSeq","gene",416131,417777,".","+",".","gene_id MMP0415; gene_name MMP0415;","MMP0415",417977,1,"417972","417972","T1"
"NC_005791.1","RefSeq","gene",417866,418462,".","+",".","gene_id MMP0416; gene_name MMP0416;","MMP0416",418662,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",418670,419395,".","+",".","gene_id MMP0417; gene_name MMP0417;","MMP0417",419595,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",419415,420323,".","+",".","gene_id MMP0418; gene_name MMP0418;","MMP0418",420523,5,"420345;420348;420358;420374;420522","420358","T1"
"NC_005791.1","RefSeq","gene",420466,421977,".","+",".","gene_id MMP0419; gene_name MMP0419;","MMP0419",422177,3,"422135;422145;422169","422135","T1"
"NC_005791.1","RefSeq","gene",422287,423252,".","+",".","gene_id MMP0420; gene_name MMP0420;","MMP0420",423452,1,"423280","423280","T1"
"NC_005791.1","RefSeq","gene",423270,424184,".","+",".","gene_id MMP0421; gene_name MMP0421;","MMP0421",424384,4,"424214;424216;424279;424319","424216","T1"
"NC_005791.1","RefSeq","gene",424215,424667,".","+",".","gene_id MMP0422; gene_name MMP0422;","MMP0422",424867,2,"424685;424715","424715","T1"
"NC_005791.1","RefSeq","gene",424782,426188,".","+",".","gene_id MMP0423; gene_name MMP0423;","MMP0423",426388,2,"426217;426256","426256","T1"
"NC_005791.1","RefSeq","gene",426315,426530,".","-",".","gene_id MMP0424; gene_name MMP0424;","MMP0424",426115,2,"426267;426273","426267","T1"
"NC_005791.1","RefSeq","gene",426937,427578,".","+",".","gene_id MMP0425; gene_name MMP0425;","MMP0425",427778,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",427592,428161,".","+",".","gene_id MMP0426; gene_name MMP0426;","MMP0426",428361,1,"428179","428179","T1"
"NC_005791.1","RefSeq","gene",428224,429171,".","-",".","gene_id MMP0427; gene_name MMP0427;","MMP0427",428024,4,"428171;428173;428180;428193","428180","T1"
"NC_005791.1","RefSeq","gene",429261,430361,".","-",".","gene_id MMP0428; gene_name MMP0428;","MMP0428",429061,1,"429247","429247","T1"
"NC_005791.1","RefSeq","gene",430621,430914,".","+",".","gene_id MMP0429; gene_name MMP0429;","MMP0429",431114,5,"430938;430941;430947;430952;430957","430941","T1"
"NC_005791.1","RefSeq","gene",430969,431667,".","+",".","gene_id MMP0430; gene_name MMP0430;","MMP0430",431867,1,"431685","431685","T1"
"NC_005791.1","RefSeq","gene",431730,433031,".","-",".","gene_id MMP0431; gene_name MMP0431;","MMP0431",431530,1,"431708","431708","T1"
"NC_005791.1","RefSeq","gene",433202,433963,".","+",".","gene_id MMP0432; gene_name MMP0432;","MMP0432",434163,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",433982,434476,".","+",".","gene_id MMP0433; gene_name MMP0433;","MMP0433",434676,2,"434523;434634","434523","T1"
"NC_005791.1","RefSeq","gene",434515,434763,".","-",".","gene_id MMP0434; gene_name MMP0434;","MMP0434",434315,2,"434478;434482","434482","T1"
"NC_005791.1","RefSeq","gene",435021,435635,".","+",".","gene_id MMP0435; gene_name MMP0435;","MMP0435",435835,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",435636,436586,".","+",".","gene_id MMP0436; gene_name MMP0436;","MMP0436",436786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",436573,437676,".","+",".","gene_id MMP0437; gene_name MMP0437;","MMP0437",437876,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",437673,438470,".","-",".","gene_id MMP0438; gene_name MMP0438;","MMP0438",437473,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",438564,439478,".","+",".","gene_id MMP0439; gene_name MMP0439;","MMP0439",439678,6,"439500;439522;439566;439634;439647;439655","439500","T1"
"NC_005791.1","RefSeq","gene",439634,440197,".","+",".","gene_id MMP0440; gene_name MMP0440;","MMP0440",440397,3,"440226;440231;440236","440226","T1"
"NC_005791.1","RefSeq","gene",440245,440421,".","+",".","gene_id MMP0441; gene_name MMP0441;","MMP0441",440621,3,"440436;440441;440579","440436","T1"
"NC_005791.1","RefSeq","gene",440453,440929,".","+",".","gene_id MMP0442; gene_name MMP0442;","MMP0442",441129,2,"441027;441099","441099","T1"
"NC_005791.1","RefSeq","gene",440936,441244,".","+",".","gene_id MMP0443; gene_name MMP0443;","MMP0443",441444,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",441246,441449,".","+",".","gene_id MMP0444; gene_name MMP0444;","MMP0444",441649,8,"441500;441506;441512;441517;441524;441527;441537;441544","441512","T1"
"NC_005791.1","RefSeq","gene",441547,441783,".","-",".","gene_id MMP0445; gene_name MMP0445;","MMP0445",441347,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",441990,442316,".","-",".","gene_id MMP0446; gene_name MMP0446;","MMP0446",441790,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",442530,442889,".","-",".","gene_id MMP0447; gene_name MMP0447;","MMP0447",442330,4,"442470;442477;442488;442499","442499","T1"
"NC_005791.1","RefSeq","gene",442923,443207,".","-",".","gene_id MMP0448; gene_name MMP0448;","MMP0448",442723,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",443364,444209,".","-",".","gene_id MMP0449; gene_name MMP0449;","MMP0449",443164,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",444206,445063,".","-",".","gene_id MMP0450; gene_name MMP0450;","MMP0450",444006,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",445073,445432,".","-",".","gene_id MMP0451; gene_name MMP0451;","MMP0451",444873,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",445611,445883,".","-",".","gene_id MMP0452; gene_name MMP0452;","MMP0452",445411,1,"445582","445582","T1"
"NC_005791.1","RefSeq","gene",445925,446911,".","-",".","gene_id MMP0453; gene_name MMP0453;","MMP0453",445725,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",447066,447587,".","-",".","gene_id MMP0454; gene_name MMP0454;","MMP0454",446866,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",447703,448449,".","-",".","gene_id MMP0455; gene_name MMP0455;","MMP0455",447503,2,"447659;447679","447659","T1"
"NC_005791.1","RefSeq","gene",448553,449101,".","-",".","gene_id MMP0456; gene_name MMP0456;","MMP0456",448353,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",450214,451830,".","+",".","gene_id MMP0457; gene_name MMP0457;","MMP0457",452030,2,"451881;451911","451881","T1"
"NC_005791.1","RefSeq","gene",452313,453959,".","+",".","gene_id MMP0458; gene_name MMP0458;","MMP0458",454159,4,"453982;454098;454118;454147","454118","T1"
"NC_005791.1","RefSeq","gene",454031,454115,".","+",".","gene_id RNA_13; gene_name RNA_13;","RNA_13",454315,2,"454180;454284","454180","T1"
"NC_005791.1","RefSeq","gene",454461,454838,".","+",".","gene_id MMP0459; gene_name MMP0459;","MMP0459",455038,1,"454987","454987","T1"
"NC_005791.1","RefSeq","gene",456701,458044,".","+",".","gene_id MMP0460; gene_name MMP0460;","MMP0460",458244,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",458318,458512,".","-",".","gene_id MMP0461; gene_name MMP0461;","MMP0461",458118,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",458525,459142,".","-",".","gene_id MMP0462; gene_name MMP0462;","MMP0462",458325,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",459308,462397,".","-",".","gene_id MMP0463; gene_name MMP0463;","MMP0463",459108,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",462521,463246,".","-",".","gene_id MMP0464; gene_name MMP0464;","MMP0464",462321,1,"462501","462501","T1"
"NC_005791.1","RefSeq","gene",463612,463974,".","-",".","gene_id MMP0465; gene_name MMP0465;","MMP0465",463412,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",464129,464380,".","+",".","gene_id MMP0466; gene_name MMP0466;","MMP0466",464580,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",464479,464997,".","+",".","gene_id MMP0467; gene_name MMP0467;","MMP0467",465197,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465000,465224,".","+",".","gene_id MMP0468; gene_name MMP0468;","MMP0468",465424,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465417,465800,".","+",".","gene_id MMP0469; gene_name MMP0469;","MMP0469",466000,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465802,467826,".","+",".","gene_id MMP0470; gene_name MMP0470;","MMP0470",468026,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",467830,468102,".","+",".","gene_id MMP0471; gene_name MMP0471;","MMP0471",468302,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",468086,469072,".","+",".","gene_id MMP0472; gene_name MMP0472;","MMP0472",469272,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",469177,470175,".","+",".","gene_id MMP0473; gene_name MMP0473;","MMP0473",470375,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",470202,471008,".","+",".","gene_id MMP0474; gene_name MMP0474;","MMP0474",471208,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",471143,472984,".","-",".","gene_id MMP0475; gene_name MMP0475;","MMP0475",470943,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",473717,474019,".","-",".","gene_id MMP0476; gene_name MMP0476;","MMP0476",473517,1,"473692","473692","T1"
"NC_005791.1","RefSeq","gene",474016,474264,".","-",".","gene_id MMP0477; gene_name MMP0477;","MMP0477",473816,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",474413,474790,".","-",".","gene_id MMP0478; gene_name MMP0478;","MMP0478",474213,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",475377,475787,".","-",".","gene_id MMP0479; gene_name MMP0479;","MMP0479",475177,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",475968,476249,".","+",".","gene_id MMP0480; gene_name MMP0480;","MMP0480",476449,3,"476399;476436;476445","476399","T1"
"NC_005791.1","RefSeq","gene",476251,478203,".","-",".","gene_id MMP0481; gene_name MMP0481;","MMP0481",476051,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",478571,478954,".","-",".","gene_id MMP0482; gene_name MMP0482;","MMP0482",478371,2,"478538;478546","478546","T1"
"NC_005791.1","RefSeq","gene",478947,479240,".","-",".","gene_id MMP0483; gene_name MMP0483;","MMP0483",478747,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",479516,481216,".","-",".","gene_id MMP0484; gene_name MMP0484;","MMP0484",479316,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",481669,482484,".","+",".","gene_id MMP0485; gene_name MMP0485;","MMP0485",482684,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",482858,483295,".","+",".","gene_id MMP0486; gene_name MMP0486;","MMP0486",483495,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",483526,485715,".","+",".","gene_id MMP0487; gene_name MMP0487;","MMP0487",485915,1,"485746","485746","T1"
"NC_005791.1","RefSeq","gene",485802,486212,".","-",".","gene_id MMP0488; gene_name MMP0488;","MMP0488",485602,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",486425,486886,".","-",".","gene_id MMP0489; gene_name MMP0489;","MMP0489",486225,2,"486341;486352","486352","T1"
"NC_005791.1","RefSeq","gene",487189,487527,".","-",".","gene_id MMP0490; gene_name MMP0490;","MMP0490",486989,2,"487139;487165","487165","T1"
"NC_005791.1","RefSeq","gene",487521,488162,".","-",".","gene_id MMP0491; gene_name MMP0491;","MMP0491",487321,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",488162,488881,".","-",".","gene_id MMP0492; gene_name MMP0492;","MMP0492",487962,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",489237,493634,".","-",".","gene_id MMP0493; gene_name MMP0493;","MMP0493",489037,1,"489215","489215","T1"
"NC_005791.1","RefSeq","gene",496024,498303,".","-",".","gene_id MMP0494; gene_name MMP0494;","MMP0494",495824,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",498297,499391,".","-",".","gene_id MMP0495; gene_name MMP0495;","MMP0495",498097,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",499642,501126,".","+",".","gene_id MMP0496; gene_name MMP0496;","MMP0496",501326,1,"501265","501265","T1"
"NC_005791.1","RefSeq","gene",501162,501839,".","-",".","gene_id MMP0497; gene_name MMP0497;","MMP0497",500962,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",502095,502658,".","+",".","gene_id MMP0498; gene_name MMP0498;","MMP0498",502858,1,"502734","502734","T1"
"NC_005791.1","RefSeq","gene",502790,503530,".","-",".","gene_id MMP0499; gene_name MMP0499;","MMP0499",502590,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",503825,504376,".","+",".","gene_id MMP0500; gene_name MMP0500;","MMP0500",504576,4,"504445;504474;504477;504522","504477","T1"
"NC_005791.1","RefSeq","gene",504522,506024,".","-",".","gene_id MMP0501; gene_name MMP0501;","MMP0501",504322,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",506485,507573,".","+",".","gene_id MMP0502; gene_name MMP0502;","MMP0502",507773,1,"507594","507594","T1"
"NC_005791.1","RefSeq","gene",507985,508290,".","+",".","gene_id MMP0503; gene_name MMP0503;","MMP0503",508490,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",508346,509377,".","-",".","gene_id MMP0504; gene_name MMP0504;","MMP0504",508146,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",509394,510107,".","-",".","gene_id MMP0505; gene_name MMP0505;","MMP0505",509194,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",510094,510894,".","-",".","gene_id MMP0506; gene_name MMP0506;","MMP0506",509894,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",510908,511690,".","-",".","gene_id MMP0507; gene_name MMP0507;","MMP0507",510708,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",512277,512852,".","+",".","gene_id MMP0508; gene_name MMP0508;","MMP0508",513052,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",512896,514647,".","+",".","gene_id MMP0509; gene_name MMP0509;","MMP0509",514847,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",514657,515904,".","+",".","gene_id MMP0510; gene_name MMP0510;","MMP0510",516104,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",515910,517241,".","+",".","gene_id MMP0511; gene_name MMP0511;","MMP0511",517441,2,"517289;517291","517291","T1"
"NC_005791.1","RefSeq","gene",517360,518697,".","+",".","gene_id MMP0512; gene_name MMP0512;","MMP0512",518897,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",518774,519895,".","-",".","gene_id MMP0513; gene_name MMP0513;","MMP0513",518574,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",520134,520910,".","+",".","gene_id MMP0514; gene_name MMP0514;","MMP0514",521110,2,"520983;520991","520991","T1"
"NC_005791.1","RefSeq","gene",520921,521586,".","+",".","gene_id MMP0515; gene_name MMP0515;","MMP0515",521786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",521710,522561,".","+",".","gene_id MMP0516; gene_name MMP0516;","MMP0516",522761,4,"522603;522658;522661;522664","522603","T1"
"NC_005791.1","RefSeq","gene",522589,523119,".","-",".","gene_id MMP0517; gene_name MMP0517;","MMP0517",522389,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",523200,523469,".","-",".","gene_id MMP0518; gene_name MMP0518;","MMP0518",523000,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",523566,523943,".","-",".","gene_id MMP0519; gene_name MMP0519;","MMP0519",523366,1,"523552","523552","T1"
"NC_005791.1","RefSeq","gene",523959,526463,".","-",".","gene_id MMP0520; gene_name MMP0520;","MMP0520",523759,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",526565,527812,".","-",".","gene_id MMP0521; gene_name MMP0521;","MMP0521",526365,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",527825,529162,".","-",".","gene_id MMP0522; gene_name MMP0522;","MMP0522",527625,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",529146,529850,".","-",".","gene_id MMP0523; gene_name MMP0523;","MMP0523",528946,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",530045,530629,".","-",".","gene_id MMP0524; gene_name MMP0524;","MMP0524",529845,2,"529986;529994","529994","T1"
"NC_005791.1","RefSeq","gene",530661,531122,".","-",".","gene_id MMP0525; gene_name MMP0525;","MMP0525",530461,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",531626,532351,".","+",".","gene_id MMP0526; gene_name MMP0526;","MMP0526",532551,1,"532483","532483","T1"
"NC_005791.1","RefSeq","gene",532365,532985,".","+",".","gene_id MMP0527; gene_name MMP0527;","MMP0527",533185,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",532987,533208,".","-",".","gene_id MMP0528; gene_name MMP0528;","MMP0528",532787,3,"532821;532907;532916","532907","T1"
"NC_005791.1","RefSeq","gene",533633,535291,".","-",".","gene_id MMP0529; gene_name MMP0529;","MMP0529",533433,1,"533436","533436","T1"
"NC_005791.1","RefSeq","gene",535522,536139,".","+",".","gene_id MMP0530; gene_name MMP0530;","MMP0530",536339,0,NA,NA,"T3"
