"V1","V2","V3","V4","V5","V6","V7","V8","V9","gene","TES_end","TES_pos_num","TES_pos","TES_pos_max","TES_type"
"NC_005791.1","RefSeq","gene",408933,409796,".","+",".","gene_id MMP0410; gene_name MMP0410;","MMP0410",409996,3,"409923;409931;409936","409923","T1"
"NC_005791.1","RefSeq","gene",409867,410370,".","-",".","gene_id MMP0411; gene_name MMP0411;","MMP0411",409667,1,"409784","409784","T1"
"NC_005791.1","RefSeq","gene",410405,411682,".","+",".","gene_id MMP0412; gene_name MMP0412;","MMP0412",411882,3,"411736;411743;411878","411736","T1"
"NC_005791.1","RefSeq","gene",411833,414028,".","+",".","gene_id MMP0413; gene_name MMP0413;","MMP0413",414228,3,"414056;414062;414068","414056","T1"
"NC_005791.1","RefSeq","gene",414091,415959,".","-",".","gene_id MMP0414; gene_name MMP0414;","MMP0414",413891,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",416131,417777,".","+",".","gene_id MMP0415; gene_name MMP0415;","MMP0415",417977,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",417866,418462,".","+",".","gene_id MMP0416; gene_name MMP0416;","MMP0416",418662,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",418670,419395,".","+",".","gene_id MMP0417; gene_name MMP0417;","MMP0417",419595,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",419415,420323,".","+",".","gene_id MMP0418; gene_name MMP0418;","MMP0418",420523,3,"420345;420348;420358","420348","T1"
"NC_005791.1","RefSeq","gene",420466,421977,".","+",".","gene_id MMP0419; gene_name MMP0419;","MMP0419",422177,3,"421991;422135;422142","422135","T1"
"NC_005791.1","RefSeq","gene",422287,423252,".","+",".","gene_id MMP0420; gene_name MMP0420;","MMP0420",423452,3,"423280;423372;423380","423280","T1"
"NC_005791.1","RefSeq","gene",423270,424184,".","+",".","gene_id MMP0421; gene_name MMP0421;","MMP0421",424384,2,"424216;424375","424216","T1"
"NC_005791.1","RefSeq","gene",424215,424667,".","+",".","gene_id MMP0422; gene_name MMP0422;","MMP0422",424867,2,"424714;424718","424714","T1"
"NC_005791.1","RefSeq","gene",424782,426188,".","+",".","gene_id MMP0423; gene_name MMP0423;","MMP0423",426388,2,"426256;426262","426256","T1"
"NC_005791.1","RefSeq","gene",426315,426530,".","-",".","gene_id MMP0424; gene_name MMP0424;","MMP0424",426115,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",426937,427578,".","+",".","gene_id MMP0425; gene_name MMP0425;","MMP0425",427778,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",427592,428161,".","+",".","gene_id MMP0426; gene_name MMP0426;","MMP0426",428361,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",428224,429171,".","-",".","gene_id MMP0427; gene_name MMP0427;","MMP0427",428024,3,"428031;428153;428180","428180","T1"
"NC_005791.1","RefSeq","gene",429261,430361,".","-",".","gene_id MMP0428; gene_name MMP0428;","MMP0428",429061,4,"429170;429172;429241;429247","429247","T1"
"NC_005791.1","RefSeq","gene",430621,430914,".","+",".","gene_id MMP0429; gene_name MMP0429;","MMP0429",431114,4,"430941;430970;431061;431082","430941","T1"
"NC_005791.1","RefSeq","gene",430969,431667,".","+",".","gene_id MMP0430; gene_name MMP0430;","MMP0430",431867,1,"431685","431685","T1"
"NC_005791.1","RefSeq","gene",431730,433031,".","-",".","gene_id MMP0431; gene_name MMP0431;","MMP0431",431530,1,"431708","431708","T1"
"NC_005791.1","RefSeq","gene",433202,433963,".","+",".","gene_id MMP0432; gene_name MMP0432;","MMP0432",434163,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",433982,434476,".","+",".","gene_id MMP0433; gene_name MMP0433;","MMP0433",434676,2,"434523;434622","434523","T2"
"NC_005791.1","RefSeq","gene",434515,434763,".","-",".","gene_id MMP0434; gene_name MMP0434;","MMP0434",434315,4,"434464;434473;434475;434482","434482","T1"
"NC_005791.1","RefSeq","gene",435021,435635,".","+",".","gene_id MMP0435; gene_name MMP0435;","MMP0435",435835,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",435636,436586,".","+",".","gene_id MMP0436; gene_name MMP0436;","MMP0436",436786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",436573,437676,".","+",".","gene_id MMP0437; gene_name MMP0437;","MMP0437",437876,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",437673,438470,".","-",".","gene_id MMP0438; gene_name MMP0438;","MMP0438",437473,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",438564,439478,".","+",".","gene_id MMP0439; gene_name MMP0439;","MMP0439",439678,2,"439566;439634","439566","T1"
"NC_005791.1","RefSeq","gene",439634,440197,".","+",".","gene_id MMP0440; gene_name MMP0440;","MMP0440",440397,1,"440226","440226","T2"
"NC_005791.1","RefSeq","gene",440245,440421,".","+",".","gene_id MMP0441; gene_name MMP0441;","MMP0441",440621,1,"440436","440436","T1"
"NC_005791.1","RefSeq","gene",440453,440929,".","+",".","gene_id MMP0442; gene_name MMP0442;","MMP0442",441129,1,"441099","441099","T1"
"NC_005791.1","RefSeq","gene",440936,441244,".","+",".","gene_id MMP0443; gene_name MMP0443;","MMP0443",441444,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",441246,441449,".","+",".","gene_id MMP0444; gene_name MMP0444;","MMP0444",441649,5,"441500;441506;441508;441512;441527","441500","T1"
"NC_005791.1","RefSeq","gene",441547,441783,".","-",".","gene_id MMP0445; gene_name MMP0445;","MMP0445",441347,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",441990,442316,".","-",".","gene_id MMP0446; gene_name MMP0446;","MMP0446",441790,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",442530,442889,".","-",".","gene_id MMP0447; gene_name MMP0447;","MMP0447",442330,5,"442457;442465;442470;442489;442499","442499","T1"
"NC_005791.1","RefSeq","gene",442923,443207,".","-",".","gene_id MMP0448; gene_name MMP0448;","MMP0448",442723,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",443364,444209,".","-",".","gene_id MMP0449; gene_name MMP0449;","MMP0449",443164,1,"443346","443346","T1"
"NC_005791.1","RefSeq","gene",444206,445063,".","-",".","gene_id MMP0450; gene_name MMP0450;","MMP0450",444006,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",445073,445432,".","-",".","gene_id MMP0451; gene_name MMP0451;","MMP0451",444873,1,"444950","444950","T1"
"NC_005791.1","RefSeq","gene",445611,445883,".","-",".","gene_id MMP0452; gene_name MMP0452;","MMP0452",445411,1,"445583","445583","T1"
"NC_005791.1","RefSeq","gene",445925,446911,".","-",".","gene_id MMP0453; gene_name MMP0453;","MMP0453",445725,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",447066,447587,".","-",".","gene_id MMP0454; gene_name MMP0454;","MMP0454",446866,1,"446885","446885","T1"
"NC_005791.1","RefSeq","gene",447703,448449,".","-",".","gene_id MMP0455; gene_name MMP0455;","MMP0455",447503,1,"447679","447679","T1"
"NC_005791.1","RefSeq","gene",448553,449101,".","-",".","gene_id MMP0456; gene_name MMP0456;","MMP0456",448353,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",450214,451830,".","+",".","gene_id MMP0457; gene_name MMP0457;","MMP0457",452030,3,"451882;451911;451951","451882","T1"
"NC_005791.1","RefSeq","gene",452313,453959,".","+",".","gene_id MMP0458; gene_name MMP0458;","MMP0458",454159,8,"453981;453987;453993;454054;454118;454125;454128;454147","454118","T1"
"NC_005791.1","RefSeq","gene",454031,454115,".","+",".","gene_id RNA_13; gene_name RNA_13;","RNA_13",454315,10,"454116;454120;454124;454127;454146;454148;454156;454180;454183;454198","454116","T2"
"NC_005791.1","RefSeq","gene",454461,454838,".","+",".","gene_id MMP0459; gene_name MMP0459;","MMP0459",455038,2,"454853;454987","454853","T1"
"NC_005791.1","RefSeq","gene",456701,458044,".","+",".","gene_id MMP0460; gene_name MMP0460;","MMP0460",458244,1,"458145","458145","T1"
"NC_005791.1","RefSeq","gene",458318,458512,".","-",".","gene_id MMP0461; gene_name MMP0461;","MMP0461",458118,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",458525,459142,".","-",".","gene_id MMP0462; gene_name MMP0462;","MMP0462",458325,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",459308,462397,".","-",".","gene_id MMP0463; gene_name MMP0463;","MMP0463",459108,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",462521,463246,".","-",".","gene_id MMP0464; gene_name MMP0464;","MMP0464",462321,1,"462501","462501","T1"
"NC_005791.1","RefSeq","gene",463612,463974,".","-",".","gene_id MMP0465; gene_name MMP0465;","MMP0465",463412,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",464129,464380,".","+",".","gene_id MMP0466; gene_name MMP0466;","MMP0466",464580,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",464479,464997,".","+",".","gene_id MMP0467; gene_name MMP0467;","MMP0467",465197,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465000,465224,".","+",".","gene_id MMP0468; gene_name MMP0468;","MMP0468",465424,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465417,465800,".","+",".","gene_id MMP0469; gene_name MMP0469;","MMP0469",466000,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",465802,467826,".","+",".","gene_id MMP0470; gene_name MMP0470;","MMP0470",468026,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",467830,468102,".","+",".","gene_id MMP0471; gene_name MMP0471;","MMP0471",468302,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",468086,469072,".","+",".","gene_id MMP0472; gene_name MMP0472;","MMP0472",469272,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",469177,470175,".","+",".","gene_id MMP0473; gene_name MMP0473;","MMP0473",470375,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",470202,471008,".","+",".","gene_id MMP0474; gene_name MMP0474;","MMP0474",471208,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",471143,472984,".","-",".","gene_id MMP0475; gene_name MMP0475;","MMP0475",470943,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",473717,474019,".","-",".","gene_id MMP0476; gene_name MMP0476;","MMP0476",473517,3,"473645;473656;473692","473692","T1"
"NC_005791.1","RefSeq","gene",474016,474264,".","-",".","gene_id MMP0477; gene_name MMP0477;","MMP0477",473816,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",474413,474790,".","-",".","gene_id MMP0478; gene_name MMP0478;","MMP0478",474213,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",475377,475787,".","-",".","gene_id MMP0479; gene_name MMP0479;","MMP0479",475177,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",475968,476249,".","+",".","gene_id MMP0480; gene_name MMP0480;","MMP0480",476449,1,"476445","476445","T1"
"NC_005791.1","RefSeq","gene",476251,478203,".","-",".","gene_id MMP0481; gene_name MMP0481;","MMP0481",476051,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",478571,478954,".","-",".","gene_id MMP0482; gene_name MMP0482;","MMP0482",478371,4,"478386;478504;478546;478566","478546","T1"
"NC_005791.1","RefSeq","gene",478947,479240,".","-",".","gene_id MMP0483; gene_name MMP0483;","MMP0483",478747,2,"478772;478880","478772","T1"
"NC_005791.1","RefSeq","gene",479516,481216,".","-",".","gene_id MMP0484; gene_name MMP0484;","MMP0484",479316,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",481669,482484,".","+",".","gene_id MMP0485; gene_name MMP0485;","MMP0485",482684,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",482858,483295,".","+",".","gene_id MMP0486; gene_name MMP0486;","MMP0486",483495,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",483526,485715,".","+",".","gene_id MMP0487; gene_name MMP0487;","MMP0487",485915,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",485802,486212,".","-",".","gene_id MMP0488; gene_name MMP0488;","MMP0488",485602,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",486425,486886,".","-",".","gene_id MMP0489; gene_name MMP0489;","MMP0489",486225,3,"486258;486348;486352","486352","T1"
"NC_005791.1","RefSeq","gene",487189,487527,".","-",".","gene_id MMP0490; gene_name MMP0490;","MMP0490",486989,2,"487139;487165","487139","T1"
"NC_005791.1","RefSeq","gene",487521,488162,".","-",".","gene_id MMP0491; gene_name MMP0491;","MMP0491",487321,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",488162,488881,".","-",".","gene_id MMP0492; gene_name MMP0492;","MMP0492",487962,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",489237,493634,".","-",".","gene_id MMP0493; gene_name MMP0493;","MMP0493",489037,2,"489209;489215","489215","T1"
"NC_005791.1","RefSeq","gene",496024,498303,".","-",".","gene_id MMP0494; gene_name MMP0494;","MMP0494",495824,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",498297,499391,".","-",".","gene_id MMP0495; gene_name MMP0495;","MMP0495",498097,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",499642,501126,".","+",".","gene_id MMP0496; gene_name MMP0496;","MMP0496",501326,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",501162,501839,".","-",".","gene_id MMP0497; gene_name MMP0497;","MMP0497",500962,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",502095,502658,".","+",".","gene_id MMP0498; gene_name MMP0498;","MMP0498",502858,2,"502734;502847","502734","T1"
"NC_005791.1","RefSeq","gene",502790,503530,".","-",".","gene_id MMP0499; gene_name MMP0499;","MMP0499",502590,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",503825,504376,".","+",".","gene_id MMP0500; gene_name MMP0500;","MMP0500",504576,3,"504445;504477;504483","504477","T1"
"NC_005791.1","RefSeq","gene",504522,506024,".","-",".","gene_id MMP0501; gene_name MMP0501;","MMP0501",504322,1,"504332","504332","T2"
"NC_005791.1","RefSeq","gene",506485,507573,".","+",".","gene_id MMP0502; gene_name MMP0502;","MMP0502",507773,3,"507595;507639;507646","507595","T1"
"NC_005791.1","RefSeq","gene",507985,508290,".","+",".","gene_id MMP0503; gene_name MMP0503;","MMP0503",508490,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",508346,509377,".","-",".","gene_id MMP0504; gene_name MMP0504;","MMP0504",508146,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",509394,510107,".","-",".","gene_id MMP0505; gene_name MMP0505;","MMP0505",509194,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",510094,510894,".","-",".","gene_id MMP0506; gene_name MMP0506;","MMP0506",509894,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",510908,511690,".","-",".","gene_id MMP0507; gene_name MMP0507;","MMP0507",510708,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",512277,512852,".","+",".","gene_id MMP0508; gene_name MMP0508;","MMP0508",513052,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",512896,514647,".","+",".","gene_id MMP0509; gene_name MMP0509;","MMP0509",514847,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",514657,515904,".","+",".","gene_id MMP0510; gene_name MMP0510;","MMP0510",516104,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",515910,517241,".","+",".","gene_id MMP0511; gene_name MMP0511;","MMP0511",517441,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",517360,518697,".","+",".","gene_id MMP0512; gene_name MMP0512;","MMP0512",518897,1,"518735","518735","T1"
"NC_005791.1","RefSeq","gene",518774,519895,".","-",".","gene_id MMP0513; gene_name MMP0513;","MMP0513",518574,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",520134,520910,".","+",".","gene_id MMP0514; gene_name MMP0514;","MMP0514",521110,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",520921,521586,".","+",".","gene_id MMP0515; gene_name MMP0515;","MMP0515",521786,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",521710,522561,".","+",".","gene_id MMP0516; gene_name MMP0516;","MMP0516",522761,1,"522603","522603","T1"
"NC_005791.1","RefSeq","gene",522589,523119,".","-",".","gene_id MMP0517; gene_name MMP0517;","MMP0517",522389,1,"522409","522409","T1"
"NC_005791.1","RefSeq","gene",523200,523469,".","-",".","gene_id MMP0518; gene_name MMP0518;","MMP0518",523000,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",523566,523943,".","-",".","gene_id MMP0519; gene_name MMP0519;","MMP0519",523366,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",523959,526463,".","-",".","gene_id MMP0520; gene_name MMP0520;","MMP0520",523759,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",526565,527812,".","-",".","gene_id MMP0521; gene_name MMP0521;","MMP0521",526365,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",527825,529162,".","-",".","gene_id MMP0522; gene_name MMP0522;","MMP0522",527625,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",529146,529850,".","-",".","gene_id MMP0523; gene_name MMP0523;","MMP0523",528946,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",530045,530629,".","-",".","gene_id MMP0524; gene_name MMP0524;","MMP0524",529845,1,"529994","529994","T1"
"NC_005791.1","RefSeq","gene",530661,531122,".","-",".","gene_id MMP0525; gene_name MMP0525;","MMP0525",530461,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",531626,532351,".","+",".","gene_id MMP0526; gene_name MMP0526;","MMP0526",532551,1,"532483","532483","T1"
"NC_005791.1","RefSeq","gene",532365,532985,".","+",".","gene_id MMP0527; gene_name MMP0527;","MMP0527",533185,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",532987,533208,".","-",".","gene_id MMP0528; gene_name MMP0528;","MMP0528",532787,2,"532909;532916","532916","T2"
"NC_005791.1","RefSeq","gene",533633,535291,".","-",".","gene_id MMP0529; gene_name MMP0529;","MMP0529",533433,1,"533436","533436","T1"
"NC_005791.1","RefSeq","gene",535522,536139,".","+",".","gene_id MMP0530; gene_name MMP0530;","MMP0530",536339,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",536126,536635,".","+",".","gene_id MMP0531; gene_name MMP0531;","MMP0531",536835,2,"536708;536720","536708","T1"
"NC_005791.1","RefSeq","gene",536793,538262,".","+",".","gene_id MMP0532; gene_name MMP0532;","MMP0532",538462,3,"538306;538310;538343","538310","T1"
"NC_005791.1","RefSeq","gene",538383,538952,".","+",".","gene_id MMP0533; gene_name MMP0533;","MMP0533",539152,2,"538998;539004","538998","T1"
"NC_005791.1","RefSeq","gene",539194,540276,".","-",".","gene_id MMP0534; gene_name MMP0534;","MMP0534",538994,1,"539165","539165","T1"
"NC_005791.1","RefSeq","gene",540277,540915,".","-",".","gene_id MMP0535; gene_name MMP0535;","MMP0535",540077,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",541064,541477,".","-",".","gene_id MMP0536; gene_name MMP0536;","MMP0536",540864,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",541501,542571,".","-",".","gene_id MMP0537; gene_name MMP0537;","MMP0537",541301,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",542666,543277,".","+",".","gene_id MMP0538; gene_name MMP0538;","MMP0538",543477,2,"543327;543330","543327","T1"
"NC_005791.1","RefSeq","gene",543913,544905,".","+",".","gene_id MMP0539; gene_name MMP0539;","MMP0539",545105,1,"544944","544944","T1"
"NC_005791.1","RefSeq","gene",545004,545744,".","+",".","gene_id MMP0540; gene_name MMP0540;","MMP0540",545944,2,"545764;545836","545764","T1"
"NC_005791.1","RefSeq","gene",545781,546422,".","+",".","gene_id MMP0541; gene_name MMP0541;","MMP0541",546622,3,"546469;546479;546504","546469","T1"
"NC_005791.1","RefSeq","gene",546521,547150,".","+",".","gene_id MMP0542; gene_name MMP0542;","MMP0542",547350,3,"547230;547238;547271","547230","T1"
"NC_005791.1","RefSeq","gene",547184,547699,".","+",".","gene_id MMP0543; gene_name MMP0543;","MMP0543",547899,1,"547863","547863","T1"
"NC_005791.1","RefSeq","gene",547714,548724,".","+",".","gene_id MMP0544; gene_name MMP0544;","MMP0544",548924,2,"548887;548899","548899","T1"
"NC_005791.1","RefSeq","gene",548751,550601,".","+",".","gene_id MMP0545; gene_name MMP0545;","MMP0545",550801,3,"550622;550632;550643","550622","T1"
"NC_005791.1","RefSeq","gene",550818,551429,".","+",".","gene_id MMP0546; gene_name MMP0546;","MMP0546",551629,4,"551478;551488;551492;551500","551478","T1"
"NC_005791.1","RefSeq","gene",551491,552786,".","+",".","gene_id MMP0547; gene_name MMP0547;","MMP0547",552986,1,"552983","552983","T1"
"NC_005791.1","RefSeq","gene",552862,553434,".","+",".","gene_id MMP0548; gene_name MMP0548;","MMP0548",553634,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",553444,553992,".","+",".","gene_id MMP0549; gene_name MMP0549;","MMP0549",554192,4,"554012;554016;554018;554023","554018","T1"
"NC_005791.1","RefSeq","gene",554163,554957,".","+",".","gene_id MMP0550; gene_name MMP0550;","MMP0550",555157,2,"554982;554991","554982","T1"
"NC_005791.1","RefSeq","gene",554992,555651,".","+",".","gene_id MMP0551; gene_name MMP0551;","MMP0551",555851,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",555729,556619,".","+",".","gene_id MMP0552; gene_name MMP0552;","MMP0552",556819,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",556641,557555,".","-",".","gene_id MMP0553; gene_name MMP0553;","MMP0553",556441,3,"556445;556530;556585","556445","T1"
"NC_005791.1","RefSeq","gene",557679,558281,".","+",".","gene_id MMP0554; gene_name MMP0554;","MMP0554",558481,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",558325,559017,".","+",".","gene_id MMP0555; gene_name MMP0555;","MMP0555",559217,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",559014,559856,".","-",".","gene_id MMP0556; gene_name MMP0556;","MMP0556",558814,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",559858,560271,".","-",".","gene_id MMP0557; gene_name MMP0557;","MMP0557",559658,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",560281,560577,".","-",".","gene_id MMP0558; gene_name MMP0558;","MMP0558",560081,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",560693,561211,".","+",".","gene_id MMP0559; gene_name MMP0559;","MMP0559",561411,2,"561232;561238","561232","T1"
"NC_005791.1","RefSeq","gene",561273,562034,".","+",".","gene_id MMP0560; gene_name MMP0560;","MMP0560",562234,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",562048,562482,".","-",".","gene_id MMP0561; gene_name MMP0561;","MMP0561",561848,1,"562025","562025","T1"
"NC_005791.1","RefSeq","gene",562817,563107,".","-",".","gene_id MMP0562; gene_name MMP0562;","MMP0562",562617,3,"562754;562801;562808","562808","T1"
"NC_005791.1","RefSeq","gene",563258,563740,".","-",".","gene_id MMP0563; gene_name MMP0563;","MMP0563",563058,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",563804,564712,".","-",".","gene_id MMP0564; gene_name MMP0564;","MMP0564",563604,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",564732,565667,".","-",".","gene_id MMP0565; gene_name MMP0565;","MMP0565",564532,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",565697,567346,".","-",".","gene_id MMP0566; gene_name MMP0566;","MMP0566",565497,3,"565660;565668;565674","565674","T1"
"NC_005791.1","RefSeq","gene",567367,567774,".","-",".","gene_id MMP0567; gene_name MMP0567;","MMP0567",567167,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",567797,568318,".","-",".","gene_id MMP0568; gene_name MMP0568;","MMP0568",567597,1,"567614","567614","T1"
"NC_005791.1","RefSeq","gene",568527,570113,".","-",".","gene_id MMP0569; gene_name MMP0569;","MMP0569",568327,2,"568451;568456","568456","T1"
"NC_005791.1","RefSeq","gene",570187,570732,".","-",".","gene_id MMP0570; gene_name MMP0570;","MMP0570",569987,1,"570031","570031","T1"
"NC_005791.1","RefSeq","gene",570696,571589,".","-",".","gene_id MMP0571; gene_name MMP0571;","MMP0571",570496,2,"570523;570555","570523","T1"
"NC_005791.1","RefSeq","gene",571721,572407,".","-",".","gene_id MMP0572; gene_name MMP0572;","MMP0572",571521,5,"571624;571633;571672;571682;571686","571686","T1"
"NC_005791.1","RefSeq","gene",572518,573162,".","+",".","gene_id MMP0573; gene_name MMP0573;","MMP0573",573362,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",573568,573687,".","-",".","gene_id MMP0574; gene_name MMP0574;","MMP0574",573368,1,"573498","573498","T1"
"NC_005791.1","RefSeq","gene",573704,573943,".","-",".","gene_id MMP0575; gene_name MMP0575;","MMP0575",573504,2,"573525;573532","573532","T1"
"NC_005791.1","RefSeq","gene",573961,574830,".","-",".","gene_id MMP0576; gene_name MMP0576;","MMP0576",573761,2,"573806;573947","573806","T1"
"NC_005791.1","RefSeq","gene",574840,575031,".","-",".","gene_id MMP0577; gene_name MMP0577;","MMP0577",574640,3,"574641;574682;574774","574641","T1"
"NC_005791.1","RefSeq","gene",575111,575401,".","-",".","gene_id MMP0578; gene_name MMP0578;","MMP0578",574911,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",575501,576217,".","-",".","gene_id MMP0579; gene_name MMP0579;","MMP0579",575301,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",576227,577033,".","-",".","gene_id MMP0580; gene_name MMP0580;","MMP0580",576027,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",577032,577814,".","+",".","gene_id MMP0581; gene_name MMP0581;","MMP0581",578014,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",577959,578675,".","+",".","gene_id MMP0582; gene_name MMP0582;","MMP0582",578875,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",578668,578976,".","+",".","gene_id MMP0583; gene_name MMP0583;","MMP0583",579176,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",579029,581689,".","-",".","gene_id MMP0584; gene_name MMP0584;","MMP0584",578829,1,"578988","578988","T1"
"NC_005791.1","RefSeq","gene",582112,582549,".","+",".","gene_id MMP0585; gene_name MMP0585;","MMP0585",582749,5,"582602;582700;582702;582709;582717","582602","T1"
"NC_005791.1","RefSeq","gene",582554,583252,".","-",".","gene_id MMP0586; gene_name MMP0586;","MMP0586",582354,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",583278,584447,".","-",".","gene_id MMP0587; gene_name MMP0587;","MMP0587",583078,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",584564,585331,".","+",".","gene_id MMP0588; gene_name MMP0588;","MMP0588",585531,1,"585513","585513","T2"
"NC_005791.1","RefSeq","gene",585757,587331,".","+",".","gene_id MMP0589; gene_name MMP0589;","MMP0589",587531,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",587336,588034,".","-",".","gene_id MMP0590; gene_name MMP0590;","MMP0590",587136,1,"587146","587146","T1"
"NC_005791.1","RefSeq","gene",588068,588727,".","-",".","gene_id MMP0591; gene_name MMP0591;","MMP0591",587868,4,"588023;588037;588043;588047","588047","T1"
"NC_005791.1","RefSeq","gene",588738,588920,".","-",".","gene_id MMP0592; gene_name MMP0592;","MMP0592",588538,0,NA,NA,"T3"
"NC_005791.1","RefSeq","gene",588917,589702,".","-",".","gene_id MMP0593; gene_name MMP0593;","MMP0593",588717,1,"588889","588889","T1"
"NC_005791.1","RefSeq","gene",589779,590345,".","-",".","gene_id MMP0594; gene_name MMP0594;","MMP0594",589579,0,NA,NA,"T3"
